Procesado,Método,URI,Banderas
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_images/pma-relations-relation-view-link.png,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_sources/import_export.rst.txt,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_images/pma-relations-relation-link.png,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_images/pma-relations-relation-name.png,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_images/pma-relations-links.png,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_images/query_result_operations.png,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_images/chart.png,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_images/pie_chart.png,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_images/column_chart.png,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_images/scatter_chart.png,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_images/line_chart.png,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_images/spline_chart.png,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_images/timeline_chart.png,
true,GET,https://127.0.0.1/dashboard/docs/auto-start-xampp.pdf,
true,GET,https://127.0.0.1/dashboard/docs/configure-wildcard-subdomains.pdf,
true,GET,https://127.0.0.1/dashboard/docs/use-php-fcgi.pdf,
true,GET,https://127.0.0.1/dashboard/docs/use-different-php-version.pdf,
false,GET,http://app01.localhost/,Fuera del Ámbito
false,GET,http://app02.localhost/,Fuera del Ámbito
true,GET,https://127.0.0.1/dashboard/docs/configure-vhosts.pdf,
false,GET,http://www.apachelounge.com/download/,Fuera del Ámbito
false,GET,http://client1/,Fuera del Ámbito
false,GET,http://client2/,Fuera del Ámbito
true,GET,https://127.0.0.1/dashboard/docs/images/auto-start-xampp/image1.png,
false,GET,http://localhost/wordpress,Fuera del Ámbito
false,GET,http://wordpress.localhost/,Fuera del Ámbito
true,GET,https://127.0.0.1/dashboard/docs/images/use-different-php-version/image1.png,
true,GET,https://127.0.0.1/dashboard/docs/images/use-php-fcgi/image1.png,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-wildcard-subdomains/image1.png,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-wildcard-subdomains/image2.png,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-wildcard-subdomains/image3.png,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-vhosts/image1.png,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-wildcard-subdomains/image4.png,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-vhosts/image2.png,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-vhosts/image3.png,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-vhosts/image4.png,
true,GET,https://127.0.0.1/xampp/php/php5ts.dll,
true,GET,https://127.0.0.1/xampp/php/php5apache2_4.dll,
true,GET,https://127.0.0.1/xampp/php/libpq.dll,
true,GET,https://127.0.0.1/xampp/php5-6-0/php5ts.dll,
true,GET,https://127.0.0.1/FilesMatch,
true,GET,https://127.0.0.1/xampp/php5-6-0/libpq.dll,
true,GET,https://127.0.0.1/xampp/php,
true,GET,https://127.0.0.1/xampp/php5-6-0/php5apache2_4.dll,
true,GET,https://127.0.0.1/xampp/php/php-cgi.exe,
true,GET,https://127.0.0.1/xampp/htdocs/,
true,GET,https://127.0.0.1/VirtualHost,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17522,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17506,
true,GET,https://127.0.0.1/xampp/apps/wordpress/htdocs,
true,GET,https://127.0.0.1/xampp/htdocs/%251/,
false,GET,https://www.phpmyadmin.net/themes/,Fuera del Ámbito
false,GET,https://cihar.com/publications/linuxsoft/,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17519,
false,GET,https://garv.in/tops/texte/mimetutorial,Fuera del Ámbito
false,GET,http://www.php-editors.com/articles/sql_phpmyadmin.php,Fuera del Ámbito
false,GET,https://php-myadmin.ru/,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_sources/themes.rst.txt,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_sources/other.rst.txt,
true,GET,https://127.0.0.1/dashboard/docs/configure-use-tomcat.pdf,
false,GET,https://www.java.com/en/download/,Fuera del Ámbito
false,GET,http://localhost:8080/,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17496,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17386,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17517,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17271,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17424,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-use-tomcat/image1.png,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17366,
"true,GET,""https://127.0.0.1/themes/,"","
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17577,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17121,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17586,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-use-tomcat/image2.png,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17592,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-use-tomcat/image3.png,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17584,
true,GET,http://127.0.0.1/dashboard/,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17617,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-use-tomcat/image4.png,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17593,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-use-tomcat/image5.png,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17388,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-use-tomcat/image6.png,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17551,
true,GET,https://127.0.0.1/dashboard/docs/images/configure-use-tomcat/image7.png,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17659,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17673,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17620,
true,GET,https://127.0.0.1/tomcat-users,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17543,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17546,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17728,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17734,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17369,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17736,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16418,
false,GET,http://www.famfamfam.com/lab/icons/silk/,Fuera del Ámbito
false,GET,https://thenounproject.com/Icons8/,Fuera del Ámbito
false,GET,https://thenounproject.com/Icons8/collection/android-l-icon-pack/,Fuera del Ámbito
false,GET,https://thenounproject.com/term/rename/61456/,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_sources/developers.rst.txt,
false,GET,https://github.com/Keyamoon/IcoMoon-Free/blob/master/SVG/114-user.svg,Fuera del Ámbito
false,GET,https://creativecommons.org/publicdomain/zero/1.0/,Fuera del Ámbito
false,GET,https://github.com/Keyamoon/IcoMoon-Free/blob/master/License.txt,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://docs.phpmyadmin.net/en/latest/faq.html,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_sources/vendors.rst.txt,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/12359,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17747,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17756,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17248,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17656,
true,GET,https://127.0.0.1/var/lib/phpmyadmin/config.inc.php,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17390,
true,GET,https://127.0.0.1/img/b_rename.svg,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17772,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17389,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17166,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17842,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17281,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17553,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16042,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17705,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17777,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17892,
false,GET,https://www.gnu.org/licenses/,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_sources/copyright.rst.txt,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17606,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17482,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17703,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17340,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17446,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17177,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/15887,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17944,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17927,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17967,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/18006,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17229,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/18019,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17398,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17833,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17365,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://www.phpmyadmin.net/security/PMASA-2023-01/,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16521,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16555,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16005,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16829,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16845,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16382,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16974,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/15691,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16138,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16425,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16482,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/14276,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17143,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17171,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17203,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16197,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17257,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17499,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17287,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17368,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17387,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16769,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16816,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16853,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17188,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17418,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17111,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17474,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17484,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17494,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17335,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17445,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17428,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17508,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17308,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17331,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17315,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17288,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17239,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17298,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17344,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16960,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16935,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16977,
false,GET,https://en.wikipedia.org/wiki/Cross-site_scripting,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_static/searchtools.js,
false,GET,https://en.wikipedia.org/wiki/Cross-site_request_forgery,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/SQL_injection,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Brute-force_attack,Fuera del Ámbito
false,GET,https://keybase.io/phpmyadmin_sec,Fuera del Ámbito
false,GET,https://github.com/phpmyadmin/phpmyadmin/labels/hardening,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_sources/security.rst.txt,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_static/language_data.js,
false,GET,https://sourceforge.net/projects/phpmysqlformgen/,Fuera del Ámbito
false,GET,http://www.fpdf.org/,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16896,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/searchindex.js,
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_sources/credits.rst.txt,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16982,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16991,
false,GET,https://en.wikipedia.org/wiki/.htaccess,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Bruce_Schneier,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Blowfish_(cipher),Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Web_browser,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Bzip2,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Common_Gateway_Interface,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Changelog,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Client_(computing),Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Column_(database),Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/HTTP_cookie,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Comma-separated_values,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Database,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Software_extension,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/FAQ,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Field_(computer_science),Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Foreign_key,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/GD_Graphics_Library,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Gzip,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16997,
false,GET,https://en.wikipedia.org/wiki/Host_(network),Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Hostname,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/HyperText_Transfer_Protocol,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/HTTPS,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Internet_Information_Services,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Database_index,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Internet_Protocol,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/IP_Address,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/IPv6,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Internet_Server_Application_Programming_Interface,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Internet_service_provider,Fuera del Ámbito
false,GET,https://www.iso.org/about-us.html,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/International_Organization_for_Standardization,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/JPEG,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16998,
false,GET,https://en.wikipedia.org/wiki/LaTeX,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Macintosh,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/MacOS,Fuera del Ámbito
false,GET,https://www.php.net/manual/en/book.mbstring.php,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Media_type,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/MIME,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Apache_HTTP_Server,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Mod_proxy,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/MySQL,Fuera del Ámbito
false,GET,https://www.php.net/manual/en/book.mysqli.php,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/MySQLi,Fuera del Ámbito
false,GET,https://www.php.net/manual/en/book.mysql.php,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/OpenDocument,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/PDF,Fuera del Ámbito
false,GET,https://pear.php.net/,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/PEAR,Fuera del Ámbito
false,GET,https://www.php.net/pcre,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17000,
false,GET,https://en.wikipedia.org/wiki/Perl_Compatible_Regular_Expressions,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/PHP,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Port_(computer_networking),Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Request_for_Comments,Fuera del Ámbito
false,GET,https://tools.ietf.org/html/rfc1952.html,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Row_(database),Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Server_(computing),Fuera del Ámbito
false,GET,https://www.php.net/manual/en/book.sodium.php,Fuera del Ámbito
false,GET,https://dev.mysql.com/doc/refman/8.0/en/storage-engines.html,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Database_engine,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Unix_domain_socket,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Transport_Layer_Security,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Stored_procedure,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/SQL,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Table_(database),Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Tar_(computing),Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Internet_protocol_suite,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17001,
false,GET,https://en.wikipedia.org/wiki/TCPDF,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Database_trigger,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/URL,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Web_server,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/XML,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Zip_(file_format),Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Jean-Loup_Gailly,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Mark_Adler,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Zlib,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Content_Security_Policy,Fuera del Ámbito
false,GET,https://developer.mozilla.org/en/docs/Web/HTTP/CSP,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/doc/html/_sources/glossary.rst.txt,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16999,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16975,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16994,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16864,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17011,
false,GET,https://en.wikipedia.org/wiki/Blowfish_,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Client_,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Column_,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Field_,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Host_,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Port_,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16976,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/16985,
false,GET,https://en.wikipedia.org/wiki/Row_,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Server_,Fuera del Ámbito
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17006,
true,GET,https://127.0.0.1/phpmyadmin/url.php?url=https://github.com/phpmyadmin/phpmyadmin/issues/17020,
false,GET,https://en.wikipedia.org/wiki/Table_,Fuera del Ámbito
false,GET,https://en.wikipedia.org/wiki/Tar_,Fuera del Ámbito
